word,frequency
u,987
im,462
go,416
get,364
come,292
call,287
ltgt,276
ok,272
dont,268
know,244
like,242
ill,242
ur,240
love,234
got,232
good,223
time,220
day,219
want,212
need,175
one,170
home,160
lor,160
sorri,153
think,152
see,152
still,146
take,141
say,138
tell,138
n,135
send,135
make,134
later,134
today,133
da,132
work,131
r,131
back,129
well,127
ask,126
cant,120
hope,119
happi,118
meet,117
hi,117
miss,116
much,112
oh,111
thing,111
night,110
wat,108
hey,106
give,105
great,101
that,101
way,100
pl,99
dear,97
wait,95
feel,92
right,91
alreadi,89
friend,89
thank,89
let,87
text,86
said,86
realli,85
yeah,85
pick,85
phone,84
even,83
didnt,83
amp,82
leav,82
morn,81
tomorrow,80
pleas,79
e,78
co,78
sure,77
ive,75
tri,75
care,75
anyth,74
babe,74
life,74
sleep,74
lol,73
would,72
week,72
k,71
ye,71
smile,71
buy,71
keep,70
watch,69
someth,69
wish,69
also,68
number,68
finish,67
new,67
last,66
year,65
b,63
messag,62
msg,61
went,61
c,60
look,60
place,60
use,60
around,59
free,59
gonna,58
plan,58
sent,58
tonight,57
nice,57
late,57
soon,56
talk,56
first,56
alway,56
person,56
guy,56
mani,56
dun,55
us,55
start,55
ya,55
could,53
money,53
gud,53
told,53
wan,53
find,52
mean,52
your,52
wont,51
check,51
happen,50
thk,50
repli,50
lot,49
peopl,48
yet,48
haha,48
v,47
hello,47
thought,47
havent,47
fuck,47
reach,46
next,46
someon,46
hour,46
fine,45
lunch,45
eat,45
done,45
class,45
job,45
stop,45
car,44
how,44
man,44
bit,44
minut,44
stuff,43
yup,43
never,43
mayb,42
long,42
heart,42
dat,42
worri,41
end,41
better,41
problem,41
th,41
x,40
girl,40
cool,40
drive,40
everi,40
god,40
help,39
wonder,39
may,39
quit,39
mind,39
lar,38
month,38
pay,38
room,38
best,38
min,38
name,37
hous,37
boy,37
bring,37
yo,36
readi,36
shop,36
kiss,36
dinner,35
sweet,35
anoth,35
guess,35
birthday,35
liao,35
ju,35
big,35
shit,35
put,35
world,34
word,34
rememb,34
show,34
noth,34
sir,34
might,34
actual,34
earli,33
he,33
aight,33
what,33
stay,33
probabl,33
pa,32
bed,32
hurt,32
chang,32
special,32
thanx,32
book,32
ever,32
den,32
princess,32
enjoy,32
run,31
forgot,31
anyway,31
wake,31
luv,31
dunno,31
two,31
di,31
bu,30
ah,30
id,30
hear,30
babi,30
bad,30
dad,30
left,29
school,29
leh,29
walk,29
face,29
everyth,29
shall,29
she,29
doesnt,28
pain,28
wanna,28
afternoon,28
without,28
tmr,28
made,28
sat,28
wif,27
live,27
enough,27
decid,27
weekend,27
test,27
play,27
mail,27
littl,27
nite,27
lose,27
read,27
goe,26
though,26
lesson,26
came,26
abt,26
okay,26
abl,26
hav,26
sound,26
movi,26
speak,25
there,25
half,25
sinc,25
juz,25
bath,25
til,25
smoke,25
plz,25
offic,25
hair,24
frnd,24
real,24
wen,24
answer,24
question,24
dream,24
account,24
pm,24
dude,24
st,24
bore,24
town,24
de,24
wife,24
alright,23
saw,23
els,23
food,23
haf,23
hand,23
ltdecimalgt,23
oso,23
head,23
wot,23
fun,23
drink,23
beauti,23
lei,23
set,22
ard,22
part,22
must,22
tv,22
si,22
true,22
friendship,22
post,22
sch,22
drop,22
onlin,22
mom,21
till,21
second,21
caus,21
open,21
xxx,21
hold,21
full,21
tot,21
famili,21
togeth,21
away,21
goin,21
sad,21
brother,20
search,20
yesterday,20
isnt,20
busi,20
stori,20
noe,20
oki,20
reason,20
huh,20
detail,20
murder,20
treat,19
aft,19
took,19
complet,19
studi,19
awesom,19
touch,19
coz,19
trip,19
mum,19
train,19
rite,19
forget,18
move,18
sm,18
close,18
prob,18
old,18
believ,18
easi,18
die,18
wil,18
win,18
angri,18
sister,18
bt,18
neva,18
email,18
plu,18
hr,18
point,17
tho,17
fri,17
tomo,17
address,17
bday,17
everyon,17
join,17
g,17
simpl,17
listen,17
mine,17
whatev,17
laugh,17
knw,17
anyon,17
parent,17
joke,16
ha,16
smth,16
seem,16
uncl,16
boytoy,16
final,16
found,16
colleg,16
exam,16
wid,16
park,16
ring,16
sort,16
far,16
kind,16
outsid,16
pub,16
sun,16
sit,16
sell,16
gd,16
mate,16
cut,15
rain,15
gone,15
friday,15
mu,15
type,15
wit,15
bank,15
carlo,15
oredi,15
chat,15
compani,15
case,15
light,15
return,15
project,15
nope,15
pretti,15
sea,15
valentin,15
drug,15
parti,15
mobil,15
wasnt,15
whole,14
youll,14
contact,14
spend,14
cours,14
mrng,14
darlin,14
goodmorn,14
ga,14
break,14
import,14
meant,14
interest,14
jay,14
suppos,14
differ,14
scream,14
card,14
fast,14
kid,14
snow,14
eve,14
gal,14
nt,14
understand,14
wrong,14
alon,14
w,14
avail,13
per,13
catch,13
usual,13
almost,13
song,13
save,13
hee,13
ticket,13
cash,13
shower,13
mah,13
felt,13
tire,13
hard,13
joy,13
xma,13
txt,13
march,13
side,13
fr,13
dnt,13
bslvyl,13
figur,13
moment,13
forward,13
bout,13
rock,13
ass,13
ten,13
charg,13
confirm,13
yar,13
game,13
paper,13
least,13
earlier,13
chennai,13
tht,13
fren,13
promis,12
eh,12
hungri,12
turn,12
cheer,12
nd,12
invit,12
crave,12
hospit,12
gotta,12
hit,12
askd,12
cost,12
ni,12
wine,12
safe,12
hell,12
wed,12
gr,12
semest,12
laptop,12
tel,12
fix,12
blue,12
swing,12
chanc,12
ish,12
ago,12
chikku,12
seen,12
coupl,12
either,12
rent,12
pic,12
gym,12
darren,12
holiday,12
ugh,12
knew,12
truth,12
fill,12
grin,12
difficult,12
john,12
father,12
sexi,12
usf,11
copi,11
date,11
comin,11
abiola,11
download,11
stand,11
load,11
inform,11
lovabl,11
sometim,11
muz,11
orchard,11
kate,11
rs,11
teach,11
expect,11
disturb,11
wana,11
normal,11
lost,11
christma,11
small,11
slow,11
custom,11
hmm,11
fight,11
silent,11
marri,11
clean,11
idea,11
whenev,11
frm,11
surpris,11
slowli,11
crazi,10
nah,10
callertun,10
press,10
sick,10
oop,10
wow,10
situat,10
short,10
wk,10
gave,10
page,10
apart,10
pray,10
wast,10
mr,10
youv,10
trust,10
deal,10
bcoz,10
road,10
deep,10
pass,10
fone,10
stupid,10
somewher,10
ex,10
woke,10
mm,10
india,10
yep,10
voic,10
ure,10
style,10
cum,10
monday,10
water,10
less,10
across,10
remind,10
door,10
ho,10
gap,10
eye,10
gift,10
poor,10
otherwis,10
possibl,10
ad,10
rd,10
support,10
na,10
convey,10
doctor,10
fall,10
who,10
write,10
cover,10
fact,10
natur,10
doin,10
excus,10
cook,10
empti,10
polic,10
request,9
bless,9
serious,9
mark,9
saturday,9
offer,9
forev,9
lucki,9
comput,9
enter,9
boss,9
lazi,9
lect,9
hmmm,9
log,9
lift,9
especi,9
mrt,9
bill,9
appreci,9
correct,9
lover,9
unless,9
teas,9
somebodi,9
accept,9
rest,9
power,9
merri,9
urself,9
basic,9
met,9
via,9
receiv,9
line,9
depend,9
meh,9
near,9
opinion,9
ladi,9
warm,9
em,9
noon,9
xy,9
bold,9
visit,9
add,9
glad,9
aint,9
age,9
tampa,9
photo,9
yr,9
wear,9
hiya,9
regard,9
film,9
nobodi,9
collect,9
mode,9
other,9
bb,9
player,9
share,9
list,9
thinkin,9
colleagu,9
anymor,8
sunday,8
pizza,8
clear,8
quick,8
roommat,8
letter,8
youd,8
nigeria,8
spent,8
pleasur,8
troubl,8
price,8
bother,8
bak,8
experi,8
where,8
settl,8
dead,8
success,8
connect,8
slept,8
gt,8
file,8
sign,8
goodnight,8
lemm,8
celebr,8
rose,8
pete,8
round,8
weed,8
mistak,8
facebook,8
none,8
aha,8
funni,8
din,8
kinda,8
credit,8
fat,8
finger,8
hurri,8
workin,8
daddi,8
choos,8
present,8
indian,8
alex,8
longer,8
tuesday,8
student,8
order,8
tonit,8
librari,8
slave,8
omg,8
bag,8
gettin,8
mo,8
medic,8
il,8
heard,8
nyt,8
south,8
congrat,8
wednesday,8
mon,8
manag,8
mood,8
sofa,8
tear,8
bugi,7
la,7
cine,7
cri,7
naughti,7
suck,7
ahead,7
weak,7
kill,7
wun,7
xx,7
men,7
cuz,7
umma,7
eatin,7
shirt,7
becom,7
hop,7
discuss,7
toward,7
net,7
howev,7
buck,7
past,7
system,7
batteri,7
kick,7
ship,7
ge,7
sens,7
coffe,7
imagin,7
arent,7
definit,7
kb,7
yoga,7
insur,7
air,7
mei,7
sigh,7
relax,7
pictur,7
al,7
irrit,7
dollar,7
tough,7
thru,7
remov,7
charact,7
singl,7
malaria,7
rather,7
omw,7
weight,7
bare,7
izzit,7
ar,7
imma,7
shuhui,7
weather,7
pop,7
fetch,7
awak,7
torch,7
holla,7
top,7
yest,7
theyr,7
lttimegt,7
hai,7
greet,7
piss,7
heavi,7
miracl,7
hot,7
doc,7
honey,7
news,7
cell,7
dog,7
shd,7
vl,7
luck,7
total,7
vomit,7
prefer,7
ice,7
excel,7
instead,7
buzz,7
insid,7
sight,7
remain,7
thnk,7
mid,7
role,7
energi,7
wors,7
hw,7
cute,7
housemaid,7
hug,7
med,7
mell,6
caller,6
stock,6
egg,6
tea,6
learn,6
inch,6
tyler,6
fyi,6
realiz,6
network,6
coin,6
loan,6
consid,6
lie,6
directli,6
shouldnt,6
ki,6
delet,6
fanci,6
spoke,6
street,6
argument,6
kalli,6
cal,6
childish,6
dint,6
sunni,6
anybodi,6
throw,6
updat,6
hang,6
key,6
track,6
report,6
surf,6
wiv,6
yiju,6
num,6
fault,6
cold,6
cuddl,6
guid,6
pilat,6
current,6
dai,6
fullonsmscom,6
shell,6
wnt,6
vri,6
respond,6
askin,6
group,6
result,6
ttyl,6
decis,6
fb,6
matur,6
tat,6
children,6
campu,6
lr,6
lead,6
lt,6
self,6
cheap,6
aiyo,6
marriag,6
colour,6
paid,6
evng,6
prepar,6
an,6
wer,6
aftr,6
menu,6
exactli,6
yay,6
advanc,6
damn,6
space,6
within,6
couldnt,6
model,6
boo,6
skype,6
version,6
matter,6
midnight,6
sup,6
attend,6
ate,6
wherev,6
expens,6
ull,6
nxt,6
j,6
content,6
loverboy,6
fool,6
seriou,6
travel,6
aiyah,6
cancel,6
howz,6
station,6
p,6
arm,6
secret,6
alrit,6
yahoo,6
welcom,6
practic,6
lmao,6
bird,6
internet,6
freak,6
hook,6
bedroom,6
hate,6
sim,6
nake,6
relat,6
theatr,6
ahmad,6
armand,6
vikki,6
issu,6
pussi,6
solv,6
budget,6
plenti,6
behind,6
cancer,6
bro,6
valu,6
ignor,6
januari,6
tick,6
etc,6
spell,5
ride,5
embarass,5
doubl,5
rpli,5
plane,5
urgnt,5
includ,5
sum,5
appoint,5
ave,5
boston,5
scare,5
tt,5
cabin,5
predict,5
hasnt,5
activ,5
begin,5
interview,5
avoid,5
suggest,5
transact,5
cannot,5
match,5
draw,5
select,5
regist,5
print,5
argu,5
bcum,5
ray,5
bf,5
enemi,5
immedi,5
geeee,5
will,5
didt,5
bar,5
bodi,5
lick,5
intro,5
darl,5
yan,5
jiu,5
hostel,5
express,5
hv,5
amt,5
arrang,5
concentr,5
link,5
flat,5
transfer,5
sec,5
qualiti,5
stylish,5
hotel,5
english,5
mrw,5
jazz,5
yogasana,5
exhaust,5
somethin,5
aunti,5
pound,5
thursday,5
cartoon,5
gentl,5
earth,5
belli,5
peac,5
build,5
law,5
box,5
dey,5
stress,5
assum,5
twice,5
clock,5
weve,5
reali,5
ti,5
sing,5
piec,5
mother,5
fail,5
derek,5
white,5
ym,5
diet,5
iam,5
recent,5
bowl,5
site,5
yun,5
jesu,5
kerala,5
asleep,5
lectur,5
rais,5
april,5
bitch,5
frndship,5
uni,5
black,5
italian,5
horribl,5
nw,5
moan,5
refer,5
app,5
chines,5
rang,5
cbe,5
servic,5
broke,5
area,5
rush,5
extra,5
pple,5
arrest,5
cafe,5
vote,5
gee,5
moon,5
rem,5
everybodi,5
googl,5
messageit,5
centr,5
except,5
sale,5
blank,5
ador,5
ran,5
social,5
bun,5
creat,5
lookin,5
beer,5
replac,5
moral,5
nvm,5
respons,5
obvious,5
boost,5
affair,5
art,5
mile,5
hill,5
sed,5
latr,5
caken,5
whether,5
possess,5
limit,5
dress,5
random,5
ru,5
er,5
deliv,5
amount,5
advic,5
feb,5
pin,5
note,5
cinema,5
wouldnt,5
lik,5
step,5
common,5
oni,4
oru,4
sooner,4
forc,4
convinc,4
pack,4
kept,4
gram,4
crash,4
seri,4
iq,4
dedic,4
valuabl,4
wah,4
machan,4
respect,4
ta,4
sheet,4
becoz,4
legal,4
nyc,4
research,4
kkhow,4
befor,4
qatar,4
window,4
modul,4
escap,4
bloodi,4
worth,4
mummi,4
balanc,4
straight,4
shoot,4
romant,4
closer,4
theori,4
websit,4
affect,4
kettoda,4
manda,4
mmm,4
bay,4
accident,4
high,4
def,4
meal,4
belovd,4
cake,4
cud,4
ppl,4
waitin,4
record,4
wtf,4
breath,4
cream,4
burn,4
esplanad,4
sourc,4
fifteen,4
gorgeou,4
intellig,4
woman,4
bye,4
posit,4
dri,4
jada,4
kusruthi,4
spl,4
passion,4
quot,4
develop,4
confid,4
btw,4
three,4
gener,4
cup,4
magic,4
essenti,4
lab,4
bite,4
danc,4
grand,4
pie,4
suit,4
often,4
futur,4
leona,4
bud,4
effect,4
music,4
templ,4
church,4
bet,4
hella,4
lay,4
envelop,4
explain,4
king,4
map,4
weird,4
drivin,4
height,4
anytim,4
shout,4
realis,4
spoken,4
confus,4
act,4
meetin,4
appar,4
row,4
dictionari,4
appt,4
ach,4
brain,4
green,4
sura,4
morrow,4
meanwhil,4
impress,4
wall,4
due,4
store,4
pig,4
addict,4
acc,4
term,4
fever,4
score,4
appli,4
graviti,4
chicken,4
salari,4
talent,4
sore,4
aunt,4
throat,4
flirt,4
vijay,4
dem,4
math,4
aiyar,4
shame,4
strong,4
mite,4
easier,4
exact,4
favour,4
ps,4
februari,4
blackberri,4
moji,4
gentli,4
reserv,4
urn,4
tuition,4
aiya,4
bright,4
flower,4
fli,4
tablet,4
puriti,4
sha,4
forum,4
ron,4
airport,4
yuo,4
tih,4
bishan,4
idk,4
chase,4
oz,4
maintain,4
queen,4
bin,4
follow,4
red,4
atlanta,4
takin,4
jess,4
team,4
godi,4
youclean,4
bloodsend,4
itplspl,4
push,4
pull,4
master,4
season,4
unlimit,4
se,4
cat,4
hip,4
havnt,4
rule,4
gari,4
infern,4
feet,4
mad,4
password,4
requir,4
kidz,4
speed,4
leg,4
pix,4
notic,4
happend,4
sugar,4
roger,4
brilliant,4
ruin,4
when,4
public,4
govtinstituit,4
closedinclud,4
process,4
dare,4
iz,4
handl,4
bought,4
tm,4
abi,4
grl,4
asap,4
allow,4
cheat,4
wyli,4
outta,4
captain,4
mumtaz,4
stone,4
taunton,4
